model,folder,parts_count,pdf,status,file_count
YG-09034,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09033,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09032,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09030,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09024,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09022,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09025,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09031,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09021,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09023,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09014,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09013,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09011,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09012,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09010,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09003,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09002,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09001,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09006,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09005,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YG-09004,YG-09000-YG-09035,0,assets/robocze-pdf/yg-09000-yg-09035.pdf,drawing-only,52
YT-07020,YT-07020 YT-07021,2,assets/robocze-pdf/yt-07020-yt-07021.pdf,parts-from-docx,7
YT-07021,YT-07020 YT-07021,2,assets/robocze-pdf/yt-07020-yt-07021.pdf,parts-from-docx,7
YG-05356,YG-05356,32,assets/robocze-pdf/yg-05356.pdf,parts-from-docx,3
YT-82395,YT-82395,63,assets/robocze-pdf/yt-82395.pdf,parts-from-docx,3
YT-25021,YT-25021,67,assets/robocze-pdf/yt-25021.pdf,parts-from-docx,4
YT-82037,YT-82037,59,assets/robocze-pdf/yt-82037.pdf,parts-from-docx,4
82037,YT-82037,59,assets/robocze-pdf/yt-82037.pdf,parts-from-docx,4
YT-82105,YT-82105,53,assets/robocze-pdf/yt-82105.pdf,parts-from-docx,5
YT-82159,YT-82159,57,assets/robocze-pdf/yt-82159.pdf,parts-from-docx,6
YG-05322,YG-05322,25,assets/robocze-pdf/yg-05322.pdf,parts-from-docx,4
YG-05320,YG-05320,25,assets/robocze-pdf/yg-05320.pdf,parts-from-docx,4
YT-82760,YT-82760,38,assets/robocze-pdf/yt-82760.pdf,parts-from-docx,5
82760,YT-82760,38,assets/robocze-pdf/yt-82760.pdf,parts-from-docx,5
YG-05323,YG-05323,25,assets/robocze-pdf/yg-05323.pdf,parts-from-docx,4
YT-09912,YT-09912,2,assets/robocze-pdf/yt-09912.pdf,parts-from-docx,3
YG-05321,YG-05321,25,assets/robocze-pdf/yg-05321.pdf,parts-from-docx,5
05321,YG-05321,25,assets/robocze-pdf/yg-05321.pdf,parts-from-docx,5
YG-05300,YG-05300,51,assets/robocze-pdf/yg-05300.pdf,parts-from-docx,3
YG-05281,YG-05281,0,assets/robocze-pdf/yg-05281.pdf,drawing-only,5
YG-05270,YG-05270,50,assets/robocze-pdf/yg-05270.pdf,parts-from-docx,3
YG-05330,YG-05330,0,assets/robocze-pdf/yg-05330.pdf,drawing-only,4
YG-05310,YG-05310,58,assets/robocze-pdf/yg-05310.pdf,parts-from-docx,3
YG-05275,YG-05275,50,assets/robocze-pdf/yg-05275.pdf,parts-from-docx,3
YG-05280,YG-05280,48,assets/robocze-pdf/yg-05280.pdf,parts-from-docx,3
YG-05290,YG-05290,55,assets/robocze-pdf/yg-05290.pdf,parts-from-docx,3
YG-05262,YG-05262,55,assets/robocze-pdf/yg-05262.pdf,parts-from-docx,3
YT-17000,DZ_YT-17000,0,assets/robocze-pdf/dz-yt-17000.pdf,drawing-only,5
YT-17001,DZ_YT-17000,0,assets/robocze-pdf/dz-yt-17000.pdf,drawing-only,5
YT-17001,DZ_YT-17001,38,assets/robocze-pdf/dz-yt-17001.pdf,parts-from-docx,7
YT-17000,DZ_YT-17001,38,assets/robocze-pdf/dz-yt-17001.pdf,parts-from-docx,7
YT-09524,DZ_YT-09524,0,assets/robocze-pdf/dz-yt-09524.pdf,drawing-only,7
YT-81983,YT-81983,90,assets/robocze-pdf/yt-81983.pdf,parts-from-docx,5
81983,YT-81983,90,assets/robocze-pdf/yt-81983.pdf,parts-from-docx,5
YT-17004,DZ_YT-17004,41,assets/robocze-pdf/dz-yt-17004.pdf,parts-from-docx,7
YT-17000,DZ_YT-17004,41,assets/robocze-pdf/dz-yt-17004.pdf,parts-from-docx,7
YT-09632,DZ_YT-09632,0,assets/robocze-pdf/dz-yt-09632.pdf,drawing-only,7
YT-09904,DZ_YT-09904,18,assets/robocze-pdf/dz-yt-09904.pdf,parts-from-docx,3
09904,DZ_YT-09904,18,assets/robocze-pdf/dz-yt-09904.pdf,parts-from-docx,3
YT-17002,DZ_YT-17002,38,assets/robocze-pdf/dz-yt-17002.pdf,parts-from-docx,7
YT-17000,DZ_YT-17002,38,assets/robocze-pdf/dz-yt-17002.pdf,parts-from-docx,7
YT-17006,DZ_YT-17006,41,assets/robocze-pdf/dz-yt-17006.pdf,parts-from-docx,7
YT-17000,DZ_YT-17006,41,assets/robocze-pdf/dz-yt-17006.pdf,parts-from-docx,7
YT-09702,DZ_YT-09702,0,assets/robocze-pdf/dz-yt-09702.pdf,drawing-only,2
YT-09102,DZ_YT-09102,0,assets/robocze-pdf/dz-yt-09102.pdf,drawing-only,2
YT-09717,DZ_YT-09717,41,assets/robocze-pdf/dz-yt-09717.pdf,parts-from-docx,2
YT-82829,YT-82829 & YT-828291,50,assets/robocze-pdf/yt-82829-yt-828291.pdf,parts-from-docx,5
YT-828291,YT-82829 & YT-828291,50,assets/robocze-pdf/yt-82829-yt-828291.pdf,parts-from-docx,5
YT-09675,DZ_YT-09675,0,assets/robocze-pdf/dz-yt-09675.pdf,drawing-only,4
YT-09740,DZ_YT-09740,0,assets/robocze-pdf/dz-yt-09740.pdf,drawing-only,4
09740,DZ_YT-09740,0,assets/robocze-pdf/dz-yt-09740.pdf,drawing-only,4
YT-08519,DZ_YT-08519,38,assets/robocze-pdf/dz-yt-08519.pdf,parts-from-docx,4
YG-09303,YG-09303,27,assets/robocze-pdf/yg-09303.pdf,parts-from-docx,2
YT-36127,YT-36127,39,assets/robocze-pdf/yt-36127.pdf,parts-from-docx,2
YT-82036,YT-82036,46,assets/robocze-pdf/yt-82036.pdf,parts-from-docx,4
82036,YT-82036,46,assets/robocze-pdf/yt-82036.pdf,parts-from-docx,4
731205,DZ_YT-7312,0,assets/robocze-pdf/dz-yt-7312.pdf,drawing-only,1
731005,DZ_YT-7310,0,assets/robocze-pdf/dz-yt-7310.pdf,drawing-only,1
82967,DZ_82967_82970,12,assets/robocze-pdf/dz-82967-82970.pdf,parts-from-docx,3
82970,DZ_82967_82970,12,assets/robocze-pdf/dz-82967-82970.pdf,parts-from-docx,3
YT-06174,DZ_YT-06174 & YT-06175,0,assets/robocze-pdf/dz-yt-06174-yt-06175.pdf,drawing-only,2
YT-06175,DZ_YT-06174 & YT-06175,0,assets/robocze-pdf/dz-yt-06174-yt-06175.pdf,drawing-only,2
06174,DZ_YT-06174 & YT-06175,0,assets/robocze-pdf/dz-yt-06174-yt-06175.pdf,drawing-only,2
731105,DZ_YT-7311,0,assets/robocze-pdf/dz-yt-7311.pdf,drawing-only,1
YT-82607,YT-82607,63,assets/robocze-pdf/yt-82607.pdf,parts-from-docx,6
YT-82812,YT-82812 & YT-82813,0,assets/robocze-pdf/yt-82812-yt-82813.pdf,drawing-only,5
YT-82813,YT-82812 & YT-82813,0,assets/robocze-pdf/yt-82812-yt-82813.pdf,drawing-only,5
89610,89610,0,assets/robocze-pdf/89610.pdf,drawing-only,3
YT-82398,YT-82398 YT-82399,61,assets/robocze-pdf/yt-82398-yt-82399.pdf,parts-from-docx,4
YT-82399,YT-82398 YT-82399,61,assets/robocze-pdf/yt-82398-yt-82399.pdf,parts-from-docx,4
091020,YT-82398 YT-82399,61,assets/robocze-pdf/yt-82398-yt-82399.pdf,parts-from-docx,4
202406,YT-82398 YT-82399,61,assets/robocze-pdf/yt-82398-yt-82399.pdf,parts-from-docx,4
82942,82942,38,assets/robocze-pdf/82942.pdf,parts-from-docx,3
81117,DZ_81117,0,assets/robocze-pdf/dz-81117.pdf,drawing-only,2
81110,DZ_81110,0,assets/robocze-pdf/dz-81110.pdf,drawing-only,4
81114,DZ_81114,0,assets/robocze-pdf/dz-81114.pdf,drawing-only,2
81119,DZ_81119,0,assets/robocze-pdf/dz-81119.pdf,drawing-only,4
81634,DZ_81634,0,assets/robocze-pdf/dz-81634.pdf,drawing-only,2
82543,82543,34,assets/robocze-pdf/82543.pdf,parts-from-docx,2
YT-09505,DZ_YT-09505,44,assets/robocze-pdf/dz-yt-09505.pdf,parts-from-docx,8
81118,DZ_81118,0,assets/robocze-pdf/dz-81118.pdf,drawing-only,2
80902,80902,50,assets/robocze-pdf/80902.pdf,parts-from-docx,9
89611,89611,0,assets/robocze-pdf/89611.pdf,drawing-only,3
82544,82544,34,assets/robocze-pdf/82544.pdf,parts-from-docx,2
81108,DZ_81108,0,assets/robocze-pdf/dz-81108.pdf,drawing-only,6
81135,DZ_81135,0,assets/robocze-pdf/dz-81135.pdf,drawing-only,2
80072,80072,15,assets/robocze-pdf/80072.pdf,parts-from-docx,4
81618,81618,24,assets/robocze-pdf/81618.pdf,parts-from-docx,7
82542,82542,24,assets/robocze-pdf/82542.pdf,parts-from-docx,2
81100,81100,46,assets/robocze-pdf/81100.pdf,parts-from-docx,5
81110,81100,46,assets/robocze-pdf/81100.pdf,parts-from-docx,5
81101,81101,46,assets/robocze-pdf/81101.pdf,parts-from-docx,6
82541,82541,24,assets/robocze-pdf/82541.pdf,parts-from-docx,2
80340,80340,20,assets/robocze-pdf/80340.pdf,parts-from-docx,6
YT-82832,YT-82832 & YT-82833,48,assets/robocze-pdf/yt-82832-yt-82833.pdf,parts-from-docx,3
YT-82833,YT-82832 & YT-82833,48,assets/robocze-pdf/yt-82832-yt-82833.pdf,parts-from-docx,3
80350,80350,20,assets/robocze-pdf/80350.pdf,parts-from-docx,6
80330,80330,38,assets/robocze-pdf/80330.pdf,parts-from-docx,6
YT-82824,YT-82824,45,assets/robocze-pdf/yt-82824.pdf,parts-from-docx,6
102823,YT-82824,45,assets/robocze-pdf/yt-82824.pdf,parts-from-docx,6
YT-828296,YT-82824,45,assets/robocze-pdf/yt-82824.pdf,parts-from-docx,6
80412,80412,66,assets/robocze-pdf/80412.pdf,parts-from-docx,7
80042,80042,15,assets/robocze-pdf/80042.pdf,parts-from-docx,4
80111,80111,42,assets/robocze-pdf/80111.pdf,parts-from-docx,7
820050,80111,42,assets/robocze-pdf/80111.pdf,parts-from-docx,7
80970,80970,29,assets/robocze-pdf/80970.pdf,parts-from-docx,3
79927,79927,21,assets/robocze-pdf/79927.pdf,parts-from-docx,4
80012,80012,15,assets/robocze-pdf/80012.pdf,parts-from-docx,4
81107,DZ_81107,0,assets/robocze-pdf/dz-81107.pdf,drawing-only,4
79930,79930,24,assets/robocze-pdf/79930.pdf,parts-from-docx,4
79926,79926,21,assets/robocze-pdf/79926.pdf,parts-from-docx,4
YT-82814,YT-82814 & YT-82815,50,assets/robocze-pdf/yt-82814-yt-82815.pdf,parts-from-docx,4
YT-82815,YT-82814 & YT-82815,50,assets/robocze-pdf/yt-82814-yt-82815.pdf,parts-from-docx,4
YT-09860,DZ_YT-09860,75,assets/robocze-pdf/dz-yt-09860.pdf,parts-from-docx,5
YT-82810,YT-82810 & YT-82811,56,assets/robocze-pdf/yt-82810-yt-82811.pdf,parts-from-docx,3
YT-82811,YT-82810 & YT-82811,56,assets/robocze-pdf/yt-82810-yt-82811.pdf,parts-from-docx,3
YT-17214,YT-17214,45,assets/robocze-pdf/yt-17214.pdf,parts-from-docx,5
830023,YT-17214,45,assets/robocze-pdf/yt-17214.pdf,parts-from-docx,5
YT-82221,YT-82221,66,assets/robocze-pdf/yt-82221.pdf,parts-from-docx,4
YT-09575,YT-09575,86,assets/robocze-pdf/yt-09575.pdf,parts-from-docx,5
80052,80052,16,assets/robocze-pdf/80052.pdf,parts-from-docx,4
YT-09564,YT-09564,44,assets/robocze-pdf/yt-09564.pdf,parts-from-docx,4
YT-09615,YT-09564,44,assets/robocze-pdf/yt-09564.pdf,parts-from-docx,4
79944,79944,28,assets/robocze-pdf/79944.pdf,parts-from-docx,5
80032,80032,15,assets/robocze-pdf/80032.pdf,parts-from-docx,4
79928,79928,22,assets/robocze-pdf/79928.pdf,parts-from-docx,4
79931,79931,36,assets/robocze-pdf/79931.pdf,parts-from-docx,5
79933,79933,35,assets/robocze-pdf/79933.pdf,parts-from-docx,4
79909,79909,36,assets/robocze-pdf/79909.pdf,parts-from-docx,4
80022,80022,15,assets/robocze-pdf/80022.pdf,parts-from-docx,4
YT-81355,YT-81355,18,assets/robocze-pdf/yt-81355.pdf,parts-from-docx,3
YG-20102,YG-20102,23,assets/robocze-pdf/yg-20102.pdf,parts-from-docx,6
79810,79810,53,assets/robocze-pdf/79810.pdf,parts-from-docx,8
79811,79810,53,assets/robocze-pdf/79810.pdf,parts-from-docx,8
79812,79810,53,assets/robocze-pdf/79810.pdf,parts-from-docx,8
79880,79880,0,assets/robocze-pdf/79880.pdf,drawing-only,2
79929,79929,26,assets/robocze-pdf/79929.pdf,parts-from-docx,4
79772,79772,41,assets/robocze-pdf/79772.pdf,parts-from-docx,3
79811,79811,54,assets/robocze-pdf/79811.pdf,parts-from-docx,8
79810,79811,54,assets/robocze-pdf/79811.pdf,parts-from-docx,8
79812,79811,54,assets/robocze-pdf/79811.pdf,parts-from-docx,8
79783,79783,41,assets/robocze-pdf/79783.pdf,parts-from-docx,3
79790,79790,54,assets/robocze-pdf/79790.pdf,parts-from-docx,3
79774,79774,45,assets/robocze-pdf/79774.pdf,parts-from-docx,3
YT-09511,YT-09511,47,assets/robocze-pdf/yt-09511.pdf,parts-from-docx,7
81133,DZ_81133,0,assets/robocze-pdf/dz-81133.pdf,drawing-only,3
YT-17005,DZ_YT-17005,41,assets/robocze-pdf/dz-yt-17005.pdf,parts-from-docx,7
YT-17000,DZ_YT-17005,41,assets/robocze-pdf/dz-yt-17005.pdf,parts-from-docx,7
YT-30477,YT-30477,1,assets/robocze-pdf/yt-30477.pdf,parts-from-docx,1
79782,79782,41,assets/robocze-pdf/79782.pdf,parts-from-docx,3
81617,81617,34,assets/robocze-pdf/81617.pdf,parts-from-docx,5
79771,79771,42,assets/robocze-pdf/79771.pdf,parts-from-docx,7
79781,79781,42,assets/robocze-pdf/79781.pdf,parts-from-docx,3
79932,79932,35,assets/robocze-pdf/79932.pdf,parts-from-docx,4
79775,79775,45,assets/robocze-pdf/79775.pdf,parts-from-docx,3
79773,79773,45,assets/robocze-pdf/79773.pdf,parts-from-docx,3
79328,79328,30,assets/robocze-pdf/79328.pdf,parts-from-docx,6
79350,79350,17,assets/robocze-pdf/79350.pdf,parts-from-docx,5
79351,79350,17,assets/robocze-pdf/79350.pdf,parts-from-docx,5
79734,79734,105,assets/robocze-pdf/79734.pdf,parts-from-docx,4
79320,79320,29,assets/robocze-pdf/79320.pdf,parts-from-docx,3
79327,79327,30,assets/robocze-pdf/79327.pdf,parts-from-docx,7
78992,78992,37,assets/robocze-pdf/78992.pdf,parts-from-docx,4
YT-82608,YT-82608,74,assets/robocze-pdf/yt-82608.pdf,parts-from-docx,4
79135,79135,59,assets/robocze-pdf/79135.pdf,parts-from-docx,4
021044,79135,59,assets/robocze-pdf/79135.pdf,parts-from-docx,4
79358,79358,15,assets/robocze-pdf/79358.pdf,parts-from-docx,5
YT-82605,YT-82605,65,assets/robocze-pdf/yt-82605.pdf,parts-from-docx,4
YT-82284,YT-82284,0,assets/robocze-pdf/yt-82284.pdf,drawing-only,4
YT-82604,YT-82604,22,assets/robocze-pdf/yt-82604.pdf,parts-from-docx,5
YG-09096,YG-09096,0,assets/robocze-pdf/yg-09096.pdf,drawing-only,1
YT-82553,YT-82553,49,assets/robocze-pdf/yt-82553.pdf,parts-from-docx,6
YT-82462,YT-82462,20,assets/robocze-pdf/yt-82462.pdf,parts-from-docx,5
79309,79309,0,assets/robocze-pdf/79309.pdf,drawing-only,4
78995,78995,38,assets/robocze-pdf/78995.pdf,parts-from-docx,4
79314,79314,20,assets/robocze-pdf/79314.pdf,parts-from-docx,3
79093,79093,53,assets/robocze-pdf/79093.pdf,parts-from-docx,5
79325,79325,21,assets/robocze-pdf/79325.pdf,parts-from-docx,9
78997,78997,37,assets/robocze-pdf/78997.pdf,parts-from-docx,4
78981,78981,36,assets/robocze-pdf/78981.pdf,parts-from-docx,5
YT-82560,YT-82560,119,assets/robocze-pdf/yt-82560.pdf,parts-from-docx,2
79324,79324,21,assets/robocze-pdf/79324.pdf,parts-from-docx,5
YT-82161,YT-82161,142,assets/robocze-pdf/yt-82161.pdf,parts-from-docx,4
022019,YT-82161,142,assets/robocze-pdf/yt-82161.pdf,parts-from-docx,4
YT-09742,YT-09742,49,assets/robocze-pdf/yt-09742.pdf,parts-from-docx,7
78972,78972,48,assets/robocze-pdf/78972.pdf,parts-from-docx,3
YT-09515,YT-09515,94,assets/robocze-pdf/yt-09515.pdf,parts-from-docx,9
78982,78982,38,assets/robocze-pdf/78982.pdf,parts-from-docx,4
79354,79354,18,assets/robocze-pdf/79354.pdf,parts-from-docx,3
78210,78210 78211,49,assets/robocze-pdf/78210-78211.pdf,parts-from-docx,6
78211,78210 78211,49,assets/robocze-pdf/78210-78211.pdf,parts-from-docx,6
78855,78855,34,assets/robocze-pdf/78855.pdf,parts-from-docx,6
78974,78974,61,assets/robocze-pdf/78974.pdf,parts-from-docx,4
78983,78983,38,assets/robocze-pdf/78983.pdf,parts-from-docx,4
78910,78910,12,assets/robocze-pdf/78910.pdf,parts-from-docx,3
78641,78641,3,assets/robocze-pdf/78641.pdf,parts-from-docx,6
78894,78894,2,assets/robocze-pdf/78894.pdf,parts-from-docx,4
78190,78190,22,assets/robocze-pdf/78190.pdf,parts-from-docx,6
YG-05350,YG-05350,34,assets/robocze-pdf/yg-05350.pdf,parts-from-docx,3
78186,78186_78187,0,assets/robocze-pdf/78186-78187.pdf,drawing-only,9
78187,78186_78187,0,assets/robocze-pdf/78186-78187.pdf,drawing-only,9
78870,78870,38,assets/robocze-pdf/78870.pdf,parts-from-docx,4
78912,78912,16,assets/robocze-pdf/78912.pdf,parts-from-docx,7
78911,78911,29,assets/robocze-pdf/78911.pdf,parts-from-docx,4
YT-23300,YT-23300 YT-23305,76,assets/robocze-pdf/yt-23300-yt-23305.pdf,parts-from-docx,3
YT-23305,YT-23300 YT-23305,76,assets/robocze-pdf/yt-23300-yt-23305.pdf,parts-from-docx,3
78203,78203 78204,95,assets/robocze-pdf/78203-78204.pdf,parts-from-docx,6
78204,78203 78204,95,assets/robocze-pdf/78203-78204.pdf,parts-from-docx,6
78184,78184 78185,61,assets/robocze-pdf/78184-78185.pdf,parts-from-docx,6
78185,78184 78185,61,assets/robocze-pdf/78184-78185.pdf,parts-from-docx,6
78180,78180_78181,66,assets/robocze-pdf/78180-78181.pdf,parts-from-docx,9
78181,78180_78181,66,assets/robocze-pdf/78180-78181.pdf,parts-from-docx,9
78158,78158,1,assets/robocze-pdf/78158.pdf,parts-from-docx,5
78084,"78084, 78085",2,assets/robocze-pdf/78084-78085.pdf,parts-from-docx,7
78085,"78084, 78085",2,assets/robocze-pdf/78084-78085.pdf,parts-from-docx,7
78138,"78138,78139",15,assets/robocze-pdf/78138-78139.pdf,parts-from-docx,9
78139,"78138,78139",15,assets/robocze-pdf/78138-78139.pdf,parts-from-docx,9
YT-82117,YT-82117,9,assets/robocze-pdf/yt-82117.pdf,parts-from-docx,2
78125,78125,14,assets/robocze-pdf/78125.pdf,parts-from-docx,5
78113,78113,36,assets/robocze-pdf/78113.pdf,parts-from-docx,6
YT-82051,YT-82051,47,assets/robocze-pdf/yt-82051.pdf,parts-from-docx,4
82051,YT-82051,47,assets/robocze-pdf/yt-82051.pdf,parts-from-docx,4
75954,75954,0,assets/robocze-pdf/75954.pdf,drawing-only,5
YT-82004,YT-82004,9,assets/robocze-pdf/yt-82004.pdf,parts-from-docx,3
75953,75953,62,assets/robocze-pdf/75953.pdf,parts-from-docx,3
YT-82198,YT-82198,65,assets/robocze-pdf/yt-82198.pdf,parts-from-docx,3
022027,YT-82198,65,assets/robocze-pdf/yt-82198.pdf,parts-from-docx,3
78136,"78136,78137",1,assets/robocze-pdf/78136-78137.pdf,parts-from-docx,9
78137,"78136,78137",1,assets/robocze-pdf/78136-78137.pdf,parts-from-docx,9
78143,78143,34,assets/robocze-pdf/78143.pdf,parts-from-docx,5
78132,"78132,78133",1,assets/robocze-pdf/78132-78133.pdf,parts-from-docx,9
78133,"78132,78133",1,assets/robocze-pdf/78132-78133.pdf,parts-from-docx,9
YT-82293,YT-82293,26,assets/robocze-pdf/yt-82293.pdf,parts-from-docx,6
82293,YT-82293,26,assets/robocze-pdf/yt-82293.pdf,parts-from-docx,6
78107,78107,10,assets/robocze-pdf/78107.pdf,parts-from-docx,6
75951,75951,66,assets/robocze-pdf/75951.pdf,parts-from-docx,3
75945,75945,15,assets/robocze-pdf/75945.pdf,parts-from-docx,4
78090,"78090, 78091",1,assets/robocze-pdf/78090-78091.pdf,parts-from-docx,7
78091,"78090, 78091",1,assets/robocze-pdf/78090-78091.pdf,parts-from-docx,7
75884,75884,22,assets/robocze-pdf/75884.pdf,parts-from-docx,4
YT-81357,YT-81357,21,assets/robocze-pdf/yt-81357.pdf,parts-from-docx,3
79792,79792,54,assets/robocze-pdf/79792.pdf,parts-from-docx,4
YT-09738,YT-09738,49,assets/robocze-pdf/yt-09738.pdf,parts-from-docx,6
YT-82295,YT-82295,29,assets/robocze-pdf/yt-82295.pdf,parts-from-docx,5
75932,75932,57,assets/robocze-pdf/75932.pdf,parts-from-docx,4
YT-09739,YT-09739,43,assets/robocze-pdf/yt-09739.pdf,parts-from-docx,4
78151,78151,1,assets/robocze-pdf/78151.pdf,parts-from-docx,5
75944,75944,55,assets/robocze-pdf/75944.pdf,parts-from-docx,5
79812,79812,54,assets/robocze-pdf/79812.pdf,parts-from-docx,8
79810,79812,54,assets/robocze-pdf/79812.pdf,parts-from-docx,8
79811,79812,54,assets/robocze-pdf/79812.pdf,parts-from-docx,8
YT-07190,YT-07190,51,assets/robocze-pdf/yt-07190.pdf,parts-from-docx,3
YT-82155,YT-82155,82,assets/robocze-pdf/yt-82155.pdf,parts-from-docx,3
YT-82340,YT-82340,58,assets/robocze-pdf/yt-82340.pdf,parts-from-docx,4
75930,75930_75931,62,assets/robocze-pdf/75930-75931.pdf,parts-from-docx,5
75931,75930_75931,62,assets/robocze-pdf/75930-75931.pdf,parts-from-docx,5
75832,75832,2,assets/robocze-pdf/75832.pdf,parts-from-docx,4
75835,75835,1,assets/robocze-pdf/75835.pdf,parts-from-docx,4
75886,75886,0,assets/robocze-pdf/75886.pdf,drawing-only,4
78080,"78080, 78081, 78082",52,assets/robocze-pdf/78080-78081-78082.pdf,parts-from-docx,11
78081,"78080, 78081, 78082",52,assets/robocze-pdf/78080-78081-78082.pdf,parts-from-docx,11
78082,"78080, 78081, 78082",52,assets/robocze-pdf/78080-78081-78082.pdf,parts-from-docx,11
75833,75833,17,assets/robocze-pdf/75833.pdf,parts-from-docx,4
75888,75888,26,assets/robocze-pdf/75888.pdf,parts-from-docx,4
75921,75921_75922,18,assets/robocze-pdf/75921-75922.pdf,parts-from-docx,4
75922,75921_75922,18,assets/robocze-pdf/75921-75922.pdf,parts-from-docx,4
75887,75887,0,assets/robocze-pdf/75887.pdf,drawing-only,4
75885,75885,0,assets/robocze-pdf/75885.pdf,drawing-only,4
80450,80450,24,assets/robocze-pdf/80450.pdf,parts-from-docx,5
75830,75830,0,assets/robocze-pdf/75830.pdf,drawing-only,3
75831,75831,1,assets/robocze-pdf/75831.pdf,parts-from-docx,4
75818,75818,30,assets/robocze-pdf/75818.pdf,parts-from-docx,3
75817,75817,19,assets/robocze-pdf/75817.pdf,parts-from-docx,4
75811,75811_75836,0,assets/robocze-pdf/75811-75836.pdf,drawing-only,4
75836,75811_75836,0,assets/robocze-pdf/75811-75836.pdf,drawing-only,4
75815,75815,1,assets/robocze-pdf/75815.pdf,parts-from-docx,4
75889,75889,32,assets/robocze-pdf/75889.pdf,parts-from-docx,4
75813,75813_75838,23,assets/robocze-pdf/75813-75838.pdf,parts-from-docx,6
75838,75813_75838,23,assets/robocze-pdf/75813-75838.pdf,parts-from-docx,6
75923,75923_75924,37,assets/robocze-pdf/75923-75924.pdf,parts-from-docx,13
75924,75923_75924,37,assets/robocze-pdf/75923-75924.pdf,parts-from-docx,13
75921,75923_75924,37,assets/robocze-pdf/75923-75924.pdf,parts-from-docx,13
75812,75812_75837,0,assets/robocze-pdf/75812-75837.pdf,drawing-only,7
75837,75812_75837,0,assets/robocze-pdf/75812-75837.pdf,drawing-only,7
75805,75805,14,assets/robocze-pdf/75805.pdf,parts-from-docx,5
75807,75807_75827,15,assets/robocze-pdf/75807-75827.pdf,parts-from-docx,7
75827,75807_75827,15,assets/robocze-pdf/75807-75827.pdf,parts-from-docx,7
75809,75809_75829,38,assets/robocze-pdf/75809-75829.pdf,parts-from-docx,8
75829,75809_75829,38,assets/robocze-pdf/75809-75829.pdf,parts-from-docx,8
79943,79943,27,assets/robocze-pdf/79943.pdf,parts-from-docx,4
75808,75808_75828,34,assets/robocze-pdf/75808-75828.pdf,parts-from-docx,8
75828,75808_75828,34,assets/robocze-pdf/75808-75828.pdf,parts-from-docx,8
75719,75719,23,assets/robocze-pdf/75719.pdf,parts-from-docx,4
75705,"75705, 75706, 75707, 75708, 75709, 75710, 75711, 75712",31,assets/robocze-pdf/75705-75706-75707-75708-75709-75710-75711-75712.pdf,parts-from-docx,4
75706,"75705, 75706, 75707, 75708, 75709, 75710, 75711, 75712",31,assets/robocze-pdf/75705-75706-75707-75708-75709-75710-75711-75712.pdf,parts-from-docx,4
75707,"75705, 75706, 75707, 75708, 75709, 75710, 75711, 75712",31,assets/robocze-pdf/75705-75706-75707-75708-75709-75710-75711-75712.pdf,parts-from-docx,4
75708,"75705, 75706, 75707, 75708, 75709, 75710, 75711, 75712",31,assets/robocze-pdf/75705-75706-75707-75708-75709-75710-75711-75712.pdf,parts-from-docx,4
75709,"75705, 75706, 75707, 75708, 75709, 75710, 75711, 75712",31,assets/robocze-pdf/75705-75706-75707-75708-75709-75710-75711-75712.pdf,parts-from-docx,4
